face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
m7k_faces/image_6904_face6.jpg,White,White,Male,40-49,"[0.6211634  0.02070148 0.07803553 0.01421295 0.01172461 0.0192379
 0.23492412]",[0.8312835  0.00632626 0.15435174 0.00803848],[0.9963857 0.0036143],"[1.1184114e-05 3.6293230e-05 3.5375007e-04 3.9859034e-02 3.8131696e-01
 5.2395982e-01 5.2158076e-02 2.2099647e-03 9.4925897e-05]"
m7k_faces/image_4614_face1.jpg,White,White,Male,30-39,"[6.2946391e-01 1.2334734e-04 8.6429588e-02 3.4826073e-05 2.1921615e-04
 5.1512914e-03 2.7857780e-01]",[9.7420204e-01 1.5668030e-04 5.5322231e-04 2.5088053e-02],[0.9970056  0.00299437],"[1.5011187e-06 4.4571963e-05 5.6885025e-03 7.4140534e-02 5.3252858e-01
 3.7316498e-01 1.4245955e-02 1.8238754e-04 2.9431374e-06]"
m7k_faces/kim_02e_face0.jpg,East Asian,Asian,Female,20-29,"[2.63247552e-04 6.77913977e-06 3.31068033e-04 8.79028857e-01
 1.20239541e-01 1.07822176e-04 2.26759093e-05]",[2.7046731e-04 1.0062951e-05 9.9964845e-01 7.1008712e-05],[0.3830745  0.61692554],"[1.4672661e-05 1.2960092e-03 1.2632577e-01 7.2954798e-01 1.3624324e-01
 6.4632120e-03 9.6276504e-05 1.2280522e-05 6.4286360e-07]"
m7k_faces/image_3313_face0.jpg,White,White,Male,10-19,"[9.6232909e-01 4.8968443e-05 1.8322400e-03 1.1468954e-02 6.7087905e-03
 3.9846664e-03 1.3627214e-02]",[9.2522961e-01 1.9610988e-04 7.3454082e-02 1.1202161e-03],[0.8878354  0.11216463],"[1.78354816e-03 2.73471087e-01 6.22745454e-01 8.95088613e-02
 1.08825965e-02 1.47217629e-03 1.08617685e-04 2.31635513e-05
 4.46633248e-06]"
m7k_faces/best_2017_740ef03335e5ff6977825fdc922eca1c_face0.jpg,White,White,Male,20-29,"[0.55483866 0.0008441  0.08034291 0.00056948 0.00061429 0.00862898
 0.35416162]",[9.9559927e-01 3.6080051e-04 7.1087613e-04 3.3290854e-03],[0.97681206 0.02318789],"[1.2436756e-05 7.8754255e-04 1.0672171e-01 5.9055179e-01 2.4127282e-01
 5.6225866e-02 3.9890595e-03 4.0832083e-04 3.0515072e-05]"
m7k_faces/image_2911_face2.jpg,White,White,Female,20-29,"[9.7709692e-01 7.6252349e-05 6.3021849e-03 9.4235910e-04 1.2716436e-03
 4.0825928e-04 1.3902370e-02]",[9.9739933e-01 4.1221391e-04 3.4533183e-05 2.1538425e-03],[6.1253784e-05 9.9993879e-01],"[1.3922551e-08 4.4175995e-05 8.7354712e-02 8.7589872e-01 3.6409393e-02
 2.9177932e-04 1.1825196e-06 4.3965937e-08 3.1835214e-09]"
m7k_faces/image_5178_face1.jpg,White,Asian,Male,20-29,"[0.3692278  0.0032846  0.12848501 0.34490144 0.14794585 0.00067833
 0.00547694]",[9.6899174e-02 8.7093329e-03 8.9409786e-01 2.9364889e-04],[0.99017185 0.0098282 ],"[5.0638096e-06 7.9907815e-04 1.9445772e-01 7.1529073e-01 8.5170723e-02
 4.1140076e-03 1.4560307e-04 1.5830565e-05 1.1395512e-06]"
m7k_faces/image_339_face1.jpg,Latino_Hispanic,Asian,Female,50-59,"[0.12983814 0.00062112 0.49816602 0.13020222 0.06327342 0.01855712
 0.15934195]",[3.5107219e-01 1.7964290e-04 6.4505887e-01 3.6892523e-03],[5.8137157e-05 9.9994189e-01],"[3.9024403e-06 1.5421097e-05 5.6052260e-05 4.8783264e-04 1.0109372e-02
 8.6589240e-02 4.7754222e-01 3.9666352e-01 2.8532444e-02]"
m7k_faces/image_2339_face2.jpg,Black,Black,Male,30-39,"[3.7799967e-03 9.7857291e-01 4.3680444e-03 1.8389871e-04 5.2222848e-04
 1.0799214e-02 1.7736799e-03]",[6.9435319e-04 9.9559069e-01 1.3834945e-03 2.3314480e-03],[9.9952775e-01 4.7225619e-04],"[3.1713544e-06 1.2709612e-05 5.6628807e-04 1.5579899e-01 5.2608240e-01
 2.7163383e-01 3.9922677e-02 5.4673897e-03 5.1257783e-04]"
m7k_faces/image_4653_face0.jpg,White,White,Male,10-19,"[9.3344164e-01 1.2288137e-05 7.9888105e-03 5.0952332e-03 1.2184279e-03
 3.6651883e-04 5.1877141e-02]",[9.8248476e-01 4.2046310e-04 1.3837785e-02 3.2570725e-03],[9.9927473e-01 7.2525378e-04],"[1.4712563e-04 2.8921589e-02 5.9225720e-01 2.7076909e-01 8.5905947e-02
 2.0672625e-02 1.2494316e-03 7.3604715e-05 3.4208938e-06]"
m7k_faces/hitler_3673713_face0.jpg,Middle Eastern,White,Male,40-49,"[3.9309502e-01 2.9380042e-05 1.6384592e-02 3.3386350e-05 7.1524359e-05
 1.4940336e-03 5.8889204e-01]",[9.9979836e-01 7.2026728e-06 7.8856265e-06 1.8659882e-04],[9.9990374e-01 9.6224052e-05],"[7.6669340e-07 1.6412378e-06 2.3486227e-04 1.5601017e-02 3.5445252e-01
 5.7284266e-01 5.5531755e-02 1.3127603e-03 2.2065824e-05]"
m7k_faces/image_934_face2.jpg,White,White,Male,30-39,"[4.7352442e-01 4.8830882e-02 7.8570776e-02 4.4436764e-04 1.0702866e-03
 1.5179873e-02 3.8237932e-01]",[0.68649805 0.19523172 0.07961518 0.03865509],[0.99799895 0.0020011 ],"[2.1004060e-05 4.6719832e-04 6.9514676e-03 3.1267622e-01 6.0833645e-01
 6.9506720e-02 1.9220638e-03 1.0778526e-04 1.1018583e-05]"
m7k_faces/image_2061_face0.jpg,Middle Eastern,White,Male,50-59,"[3.1152982e-01 2.4930775e-04 8.0901347e-03 4.4354903e-05 3.3857694e-04
 2.2892490e-02 6.5685534e-01]",[9.7143018e-01 1.3538980e-03 5.1081280e-04 2.6705071e-02],[0.9988446  0.00115542],"[1.8231864e-05 1.7927281e-05 1.8989098e-04 4.0389304e-03 1.8900016e-02
 1.0408859e-01 4.3413860e-01 2.4979748e-01 1.8881030e-01]"
m7k_faces/image_6382_face0.jpg,White,White,Male,30-39,"[8.1407225e-01 6.1291485e-04 5.3277757e-02 1.3825987e-04 7.3535490e-04
 1.1964128e-02 1.1919935e-01]",[9.8841047e-01 6.2956882e-04 1.0501259e-03 9.9099195e-03],[9.9992126e-01 7.8701953e-05],"[9.7444661e-07 7.6322967e-06 8.8344258e-04 1.5675615e-01 6.9315332e-01
 1.4652187e-01 2.6319919e-03 4.3185461e-05 1.3554098e-06]"
m7k_faces/image_639_face0.jpg,East Asian,Asian,Male,0-2,"[1.2727761e-01 4.5108332e-04 3.6463339e-03 8.2923818e-01 2.8158644e-02
 4.0256165e-04 1.0825568e-02]",[9.2750587e-02 2.1610192e-03 9.0499896e-01 8.9422880e-05],[0.93826455 0.0617354 ],"[0.8295009  0.03890583 0.00120868 0.00264109 0.01478385 0.03718807
 0.04727272 0.02317764 0.00532129]"
m7k_faces/image_1044_face1.jpg,White,White,Female,20-29,"[7.7509117e-01 6.2874164e-03 1.3332072e-01 2.8583762e-04 1.5265364e-03
 9.9550867e-03 7.3533237e-02]",[9.9966604e-01 1.0992823e-04 8.4296524e-05 1.3978321e-04],[0.42331737 0.5766826 ],"[1.1409970e-06 9.2543365e-04 3.0629060e-01 6.3146389e-01 5.9934549e-02
 1.3675424e-03 1.5297130e-05 1.3787500e-06 1.4781089e-07]"
m7k_faces/image_173_face0.jpg,White,White,Male,20-29,"[9.9466276e-01 3.4857818e-05 1.4598104e-03 1.5954842e-03 6.3981081e-04
 4.2796688e-05 1.5644152e-03]",[9.8744684e-01 2.3555405e-05 1.2435151e-02 9.4410818e-05],[0.98327017 0.01672982],"[2.5537241e-07 1.1928124e-04 1.6257675e-01 7.9265249e-01 4.2354297e-02
 2.2341183e-03 5.7895788e-05 4.2833240e-06 6.3651999e-07]"
m7k_faces/racis_290funny-racist-pictures-4-sensational-ideas-memes-black-and-mexican_face0.jpg,White,White,Male,0-2,"[9.3797094e-01 7.0855772e-04 1.0347207e-02 2.2573892e-03 6.0850242e-04
 3.0575646e-03 4.5049828e-02]",[9.9381930e-01 1.4047294e-04 3.3543230e-04 5.7048397e-03],[0.817577   0.18242294],"[7.7609932e-01 2.1984857e-01 2.2226984e-03 9.9964498e-04 6.0824241e-04
 1.6884944e-04 4.8191949e-05 3.6395516e-06 8.6551563e-07]"
m7k_faces/hitler_5c1_face0.jpg,White,White,Male,30-39,"[7.3984325e-01 3.8671128e-06 6.4152945e-04 1.0095362e-04 1.5186425e-04
 9.8055491e-05 2.5916052e-01]",[9.9823433e-01 1.6417880e-06 4.9656199e-04 1.2674780e-03],[9.9956930e-01 4.3071285e-04],"[4.5732180e-05 6.3266786e-04 5.4641824e-02 2.5015801e-01 3.2717833e-01
 3.1704924e-01 4.7180682e-02 3.0124274e-03 1.0109893e-04]"
m7k_faces/lor_lord_of_the_rings_memes_that_only_the_fellowship_will_enjoy_640_04_face0.jpg,White,White,Male,20-29,"[6.2482119e-01 8.7141685e-05 2.4770889e-02 3.5242329e-04 6.0419849e-04
 7.7471527e-04 3.4858942e-01]",[9.9865377e-01 9.4121802e-05 4.8020988e-04 7.7189767e-04],[0.9980026  0.00199742],"[2.2860290e-06 5.2720417e-05 3.5560545e-02 7.4129570e-01 1.9931813e-01
 2.2733068e-02 9.7527547e-04 5.9117025e-05 3.1054465e-06]"
m7k_faces/image_4311_face2.jpg,White,White,Male,30-39,"[0.43763566 0.04983281 0.18195742 0.03442421 0.03901055 0.01196449
 0.24517485]",[0.97582227 0.01216635 0.00720568 0.00480572],[9.9992895e-01 7.1025672e-05],"[9.0751482e-06 1.2410907e-05 4.1764282e-04 1.0315588e-01 5.1229346e-01
 3.5173905e-01 2.9410806e-02 2.7857188e-03 1.7587877e-04]"
m7k_faces/image_3225_face0.jpg,White,White,Male,50-59,"[0.6158286  0.00082387 0.01692631 0.0031601  0.00324049 0.00164115
 0.35837954]",[0.98420215 0.0016148  0.01096957 0.00321346],[9.9995536e-01 4.4674340e-05],"[1.3757655e-05 1.4597970e-05 3.8842665e-04 2.0880762e-03 1.3222342e-02
 1.2665345e-01 5.2438205e-01 3.1310892e-01 2.0128353e-02]"
m7k_faces/image_229_face0.jpg,Middle Eastern,White,Male,40-49,"[2.9923913e-01 9.0805297e-05 8.4844409e-03 4.7798871e-04 6.0607289e-04
 1.2909423e-03 6.8981057e-01]",[0.89579207 0.00859896 0.0545762  0.04103282],[0.98829216 0.01170786],"[3.8319108e-06 3.1379426e-05 2.6732890e-03 5.0044198e-02 1.8781729e-01
 4.4028407e-01 2.6982415e-01 4.4291336e-02 5.0305109e-03]"
m7k_faces/image_121_face0.jpg,White,White,Male,30-39,"[9.4598800e-01 4.8408183e-05 1.0858713e-02 2.2663632e-02 3.4026508e-03
 9.3222578e-04 1.6106399e-02]",[0.62652653 0.00368935 0.34711716 0.02266697],[9.9998963e-01 1.0420914e-05],"[3.6083060e-05 1.3624704e-04 3.7073451e-03 7.6792717e-02 5.2044088e-01
 3.5004801e-01 4.8086219e-02 7.3824666e-04 1.4335518e-05]"
m7k_faces/image_2118_face2.jpg,White,White,Female,10-19,"[0.8405901  0.00888838 0.05240022 0.03340581 0.00971668 0.00831313
 0.0466858 ]",[0.9018724  0.09091828 0.00302063 0.00418867],[0.09132669 0.9086733 ],"[2.0940698e-04 3.5165173e-01 4.4494340e-01 1.9776341e-01 5.3319302e-03
 9.7158198e-05 2.6676887e-06 2.2430751e-07 5.6770535e-08]"
m7k_faces/image_2449_face0.jpg,Black,White,Female,70+,"[0.0639856  0.79199195 0.02189873 0.00360988 0.02771548 0.08441809
 0.00638024]",[0.9820708  0.00108125 0.01272686 0.00412106],[0.06384265 0.9361574 ],"[4.1636763e-06 2.2497052e-05 3.7709950e-05 1.4693968e-03 9.8395422e-03
 3.2920942e-02 8.8573888e-02 4.2772296e-01 4.3940887e-01]"
m7k_faces/image_4633_face0.jpg,White,White,Male,40-49,"[9.9543077e-01 6.4008586e-06 8.6757599e-04 1.1037653e-05 2.4367502e-05
 6.9688816e-05 3.5902450e-03]",[9.9926883e-01 1.6710135e-04 8.7577209e-05 4.7648893e-04],[9.9998623e-01 1.3757757e-05],"[4.2783230e-07 4.2503616e-06 4.7530863e-04 4.4687249e-02 4.4641662e-01
 4.7344542e-01 3.4693237e-02 2.7128652e-04 6.1862402e-06]"
m7k_faces/image_2376_face0.jpg,White,White,Male,30-39,"[9.1989785e-01 2.0627367e-04 9.2279483e-03 2.7708162e-04 6.1669323e-04
 7.6345203e-04 6.9010757e-02]",[9.9517560e-01 4.0929142e-04 2.8996388e-03 1.5154546e-03],[0.9946085 0.0053915],"[3.3629115e-06 1.2453461e-04 8.6201597e-03 3.8911670e-01 4.8886213e-01
 1.0713526e-01 5.8673942e-03 2.4027759e-04 3.0187843e-05]"
m7k_faces/image_5158_face2.jpg,White,White,Female,20-29,"[7.7846646e-01 5.5898004e-04 6.1811700e-02 1.0255343e-01 1.6066261e-02
 1.9602706e-03 3.8582809e-02]",[0.5620049  0.0010056  0.4360654  0.00092402],[0.20673724 0.7932627 ],"[1.7036249e-05 5.6094921e-04 3.8719576e-02 6.8361413e-01 2.4360949e-01
 3.1269599e-02 2.0240857e-03 1.6525970e-04 1.9828874e-05]"
m7k_faces/image_4543_face0.jpg,White,White,Female,3-9,"[9.4477934e-01 5.9801014e-06 2.9737726e-03 1.3704400e-04 8.6824286e-05
 1.4557717e-04 5.1871441e-02]",[9.9900925e-01 2.3084840e-06 7.8574591e-04 2.0269323e-04],[0.33296943 0.6670306 ],"[7.8200318e-02 8.9996934e-01 2.0471269e-02 6.4126612e-04 3.7532990e-04
 2.8070438e-04 5.3786633e-05 5.7879729e-06 2.2422105e-06]"
m7k_faces/image_2748_face0.jpg,White,White,Male,60-69,"[9.8642778e-01 1.2423785e-04 3.3188870e-03 1.4920189e-04 4.6739654e-04
 3.1955952e-03 6.3169328e-03]",[9.9699360e-01 1.6557360e-04 6.4533635e-04 2.1954412e-03],[0.99504846 0.00495155],"[1.5783047e-06 1.0690012e-06 3.2984095e-05 3.6330646e-04 1.3329362e-03
 2.6824463e-02 4.2462561e-01 4.8641697e-01 6.0401056e-02]"
m7k_faces/image_795_face1.jpg,White,White,Female,3-9,"[6.1663997e-01 1.8173849e-04 9.9541554e-03 3.4942552e-01 1.7154409e-02
 2.5900634e-04 6.3852537e-03]",[0.6984197  0.00090934 0.29869282 0.00197819],[0.4757618 0.5242382],"[4.0485486e-02 9.0768951e-01 2.5861477e-02 1.9010670e-02 5.6391559e-03
 1.1073004e-03 1.6181862e-04 2.7827871e-05 1.6811124e-05]"
m7k_faces/image_4494_face0.jpg,East Asian,Asian,Male,20-29,"[7.7049958e-04 3.7426298e-04 5.6052585e-03 8.6918825e-01 1.2012560e-01
 7.1441109e-04 3.2217791e-03]",[8.1287086e-04 2.7725452e-03 9.9566770e-01 7.4689870e-04],[9.99890327e-01 1.09700835e-04],"[3.5779274e-07 6.1350866e-06 4.5714783e-03 6.3540620e-01 3.3646050e-01
 2.3038194e-02 4.5416178e-04 6.1513267e-05 1.4177780e-06]"
m7k_faces/image_4763_face0.jpg,East Asian,Asian,Female,30-39,"[2.2590647e-03 4.3233449e-06 2.8155051e-04 9.5857477e-01 3.8768653e-02
 1.2183645e-05 9.9476354e-05]",[1.4730322e-02 5.4472716e-06 9.8525321e-01 1.1011916e-05],[0.13108827 0.8689117 ],"[1.5690988e-05 2.1405212e-04 7.8021074e-03 2.7060682e-01 5.2513772e-01
 1.8551274e-01 9.9145807e-03 7.7233440e-04 2.4044239e-05]"
m7k_faces/country_little-time-for-country-boy_face1.jpg,White,White,Male,30-39,"[0.8157997  0.01239089 0.06329758 0.0158491  0.0171932  0.00603087
 0.06943862]",[9.7573483e-01 1.7667988e-03 2.2170635e-02 3.2778486e-04],[9.9993247e-01 6.7572793e-05],"[5.8929172e-06 3.5835801e-05 4.8893173e-03 4.0196970e-01 4.2816895e-01
 1.3825877e-01 2.2890661e-02 3.6035269e-03 1.7734326e-04]"
m7k_faces/image_1647_face0.jpg,White,White,Male,30-39,"[0.3395447  0.00100976 0.15264574 0.08662906 0.07749356 0.01281225
 0.32986486]",[0.89599943 0.00117055 0.04575133 0.0570787 ],[0.9855288  0.01447117],"[6.27449554e-05 1.16107543e-03 1.38080055e-02 2.55247653e-01
 6.54992759e-01 7.23005608e-02 2.31303973e-03 1.09559245e-04
 4.62259277e-06]"
m7k_faces/image_4513_face0.jpg,White,White,Male,30-39,"[9.6922022e-01 1.0265750e-04 1.2206372e-03 1.2970401e-04 3.3213466e-04
 3.8792857e-04 2.8606722e-02]",[0.9909595  0.00136424 0.0056462  0.00203005],[0.6883856 0.3116144],"[1.3389114e-04 3.5654096e-04 6.7491462e-03 3.6580214e-01 5.1563966e-01
 9.6390419e-02 1.3099013e-02 1.4339809e-03 3.9524489e-04]"
m7k_faces/racis_79maxresdefault_face0.jpg,White,White,Male,30-39,"[9.1318351e-01 4.7619827e-03 2.5119856e-02 3.2614273e-05 1.8579068e-04
 1.2765220e-02 4.3951064e-02]",[9.9558777e-01 8.3702203e-04 5.7279321e-05 3.5178869e-03],[0.80167735 0.19832264],"[6.9630868e-04 9.9493355e-02 1.9807561e-01 2.2825947e-01 3.7478632e-01
 9.1476768e-02 6.4663268e-03 5.6433934e-04 1.8145640e-04]"
m7k_faces/gf_1mahuv-5abd3ddd0e23d900362e57dc_face0.jpg,Black,Black,Male,20-29,"[6.8053324e-04 9.8852354e-01 5.5468087e-03 2.7649523e-05 3.3879443e-04
 2.0030795e-03 2.8795153e-03]",[6.4894994e-04 9.9790144e-01 2.7693395e-04 1.1726094e-03],[9.9989134e-01 1.0866916e-04],"[4.0981843e-07 1.9876163e-05 1.1290872e-02 6.1498404e-01 3.5419065e-01
 1.9102899e-02 3.9899407e-04 1.1234339e-05 9.6560109e-07]"
m7k_faces/image_1291_face2.jpg,White,White,Female,20-29,"[9.8944443e-01 3.9396356e-05 3.2331364e-04 4.6275010e-05 7.9916987e-05
 6.0268001e-05 1.0006411e-02]",[9.9982005e-01 8.3388215e-05 8.4554798e-05 1.2058309e-05],[0.01314357 0.98685646],"[1.3133351e-05 9.8524615e-04 4.2506032e-02 6.4268434e-01 2.7848086e-01
 3.2589182e-02 2.4322439e-03 2.5094897e-04 5.7974903e-05]"
m7k_faces/gf_l-8796-when-shes-curving-other-guys-and-you-dont-even-plan-on-making-her-your-girlfriend_face0.jpg,White,White,Male,30-39,"[9.2961878e-01 7.8243167e-05 1.2041100e-02 1.2029469e-05 4.4079810e-05
 4.5949419e-04 5.7746317e-02]",[9.9829459e-01 2.9839981e-05 2.9234701e-05 1.6463078e-03],[9.9993968e-01 6.0313298e-05],"[1.0052233e-06 7.0119913e-06 1.5963898e-03 2.1837135e-01 6.6806263e-01
 1.0766731e-01 4.1859313e-03 1.0440895e-04 4.0318296e-06]"
m7k_faces/image_147_face0.jpg,White,White,Male,30-39,"[9.8326415e-01 2.9956480e-05 5.9699938e-03 2.0802318e-05 3.9375405e-05
 1.6714730e-04 1.0508634e-02]",[9.9782771e-01 3.9341013e-04 2.7564191e-04 1.5032373e-03],[9.999999e-01 1.483925e-07],"[1.5307644e-07 3.6327515e-06 3.9155493e-03 4.3479967e-01 5.0402856e-01
 5.5981651e-02 1.2595091e-03 1.1013061e-05 2.7372599e-07]"
m7k_faces/dr_evil_Dr-Evil-Billions_face0.jpg,White,White,Male,40-49,"[9.8902458e-01 1.5372581e-05 2.4323056e-04 1.9596800e-05 3.8429527e-05
 5.5428351e-05 1.0603387e-02]",[9.9889499e-01 2.7020011e-04 6.8189023e-04 1.5294216e-04],[0.9905532  0.00944677],"[1.3603796e-05 3.7332298e-05 6.4515425e-03 2.1514127e-01 2.6373538e-01
 3.0526465e-01 1.6053204e-01 4.2159326e-02 6.6649308e-03]"
m7k_faces/image_1519_face0.jpg,Southeast Asian,Asian,Male,10-19,"[1.6412002e-04 4.0459257e-04 1.9144966e-03 4.3727675e-01 5.5992621e-01
 2.7219151e-04 4.1643703e-05]",[1.7414099e-05 1.4028201e-04 9.9960065e-01 2.4171748e-04],[0.9971872  0.00281282],"[2.3721373e-06 5.4485998e-03 5.7591397e-01 4.0619159e-01 1.2149650e-02
 2.9049112e-04 3.0645613e-06 2.9881565e-07 1.8340884e-08]"
m7k_faces/image_5983_face0.jpg,White,White,Female,20-29,"[9.00057912e-01 7.23623889e-05 1.59137361e-02 1.50475735e-02
 4.58453372e-02 1.20065664e-03 2.18623485e-02]",[0.9060698  0.00122122 0.06774194 0.02496702],[0.03959988 0.96040016],"[6.0273156e-05 1.2356192e-02 1.4752202e-01 5.5647272e-01 2.5951517e-01
 2.3651659e-02 3.9718437e-04 2.1380847e-05 3.3419124e-06]"
m7k_faces/image_2998_face1.jpg,Middle Eastern,White,Male,40-49,"[3.1594223e-01 2.2374699e-04 2.0700073e-02 1.9714624e-05 9.9255478e-05
 3.9234979e-04 6.6262269e-01]",[0.991455   0.00204552 0.0018736  0.00462588],[9.998181e-01 1.818743e-04],"[2.2204308e-06 1.1335824e-05 5.4453890e-04 2.8453048e-02 4.6804678e-01
 4.7691575e-01 2.5452115e-02 5.5914989e-04 1.5046893e-05]"
m7k_faces/obama_26obama-better-get-busy-58b8d6ca3df78c353c230fcd_face0.jpg,White,White,Male,40-49,"[7.0167184e-01 5.5879395e-02 6.5087594e-02 1.6479084e-04 1.1166583e-03
 7.5210994e-03 1.6855858e-01]",[0.8801833  0.10366647 0.01055891 0.00559131],[0.9947957  0.00520436],"[4.3128821e-06 7.2844987e-06 3.6146134e-04 2.9780727e-02 2.0927554e-01
 4.0575567e-01 2.9597202e-01 5.2878164e-02 5.9647900e-03]"
m7k_faces/image_1799_face1.jpg,White,White,Male,20-29,"[9.9556744e-01 1.1619174e-05 6.4094050e-04 1.2894329e-05 1.5986740e-05
 5.1138079e-05 3.6999136e-03]",[9.9844474e-01 3.1464701e-04 3.7235269e-04 8.6832111e-04],[0.822979   0.17702107],"[1.6667665e-05 4.1780004e-04 2.2455597e-02 3.8163370e-01 3.5905454e-01
 1.9863507e-01 3.5604984e-02 2.1048766e-03 7.6797420e-05]"
m7k_faces/kim_l-32585-kim-jong-un-gets-his-monthly-bowl-cut-fade-starts-feeling-himself-and-then-makes-a-new-nuclear-threat-to-the-us_face0.jpg,East Asian,Asian,Female,20-29,"[1.3504480e-03 1.8266182e-06 1.7359569e-04 9.5290381e-01 4.5521565e-02
 2.4970639e-05 2.3728984e-05]",[1.1114412e-03 2.2499873e-06 9.9887222e-01 1.4067897e-05],[0.311328 0.688672],"[2.15466730e-06 5.23597060e-04 1.06497005e-01 7.43832588e-01
 1.41277343e-01 7.71828322e-03 1.34983144e-04 1.36559484e-05
 3.96310185e-07]"
m7k_faces/image_5775_face1.jpg,White,White,Male,30-39,"[9.9032456e-01 7.0227034e-05 2.1755903e-04 8.9106470e-05 4.6208981e-05
 7.8684941e-05 9.1735907e-03]",[9.9959803e-01 1.5977392e-04 1.6954930e-04 7.2644129e-05],[0.9766551  0.02334486],"[2.7042572e-04 1.5480972e-03 1.9116003e-02 1.4799008e-01 4.2996004e-01
 3.1272244e-01 7.6993257e-02 9.2644477e-03 2.1351704e-03]"
